timestamp,label,confidence,video_path
2025-07-03_09-27-12,person,0.3961547315120697,videos/2025-07-03/2025-07-03_09-27-12_person.mp4
2025-07-04_08-17-49,person,0.3961547315120697,videos/2025-07-04/2025-07-04_08-17-49_person.mp4
2025-07-04_09-31-21,person,0.572211503982544,videos/2025-07-04/2025-07-04_09-31-21_person.mp4
2025-07-04_09-37-14,person,0.7568662762641907,videos/2025-07-04/2025-07-04_09-37-14_person.mp4
2025-07-04_09-48-37,person,0.25266459584236145,videos/2025-07-04/2025-07-04_09-48-37_person.mp4
2025-07-04_09-49-45,person,0.510717511177063,videos/2025-07-04/2025-07-04_09-49-45_person.mp4
2025-07-04_09-50-58,person,0.7613074779510498,videos/2025-07-04/2025-07-04_09-50-58_person.mp4
2025-07-05_15-10-35,person,0.8932418823242188,videos/2025-07-05/2025-07-05_15-10-35_person.mp4
2025-07-05_16-27-27,person,0.5332493185997009,videos/2025-07-05/2025-07-05_16-27-27_person.mp4
2025-07-06_21-07-08,person,0.7902987003326416,videos/2025-07-06/2025-07-06_21-07-08_person.mp4
2025-07-06_21-39-07,person,0.8094028830528259,videos/2025-07-06/2025-07-06_21-39-07_person.mp4
2025-07-06_23-19-29,person,0.695071280002594,videos/2025-07-06/2025-07-06_23-19-29_person.mp4
2025-07-07_22-42-39,person,0.8636237382888794,videos/2025-07-07/2025-07-07_22-42-39_person.mp4
2025-07-07_22-45-15,person,0.9110537171363831,videos/2025-07-07/2025-07-07_22-45-15_person.mp4
2025-07-07_22-48-55,person,0.9402392506599426,videos/2025-07-07/2025-07-07_22-48-55_person.mp4
2025-07-07_22-55-50,person,0.8409309387207031,videos/2025-07-07/2025-07-07_22-55-50_person.mp4
2025-07-07_22-58-44,person,0.8760716915130615,videos/2025-07-07/2025-07-07_22-58-44_person.mp4
2025-07-11_21-03-23,person,0.42650657892227173,videos/2025-07-11/2025-07-11_21-03-23_person.mp4
2025-07-22_17-22-32,person,0.2561677098274231,videos/2025-07-11/2025-07-22_17-22-32_person.mp4
2025-07-27_18-19-53,person,0.34739798307418823,videos/2025-07-27/2025-07-27_18-19-53_person.mp4
2025-08-24_12-38-18,person,0.5453787446022034,videos/2025-08-24/2025-08-24_12-38-18_person.mp4
2025-08-24_12-47-51,person,0.30979591608047485,videos/2025-08-24/2025-08-24_12-47-51_person.mp4
2025-08-24_16-57-08,person,0.8443573713302612,videos/2025-08-24/2025-08-24_16-57-08_person.mp4
2025-08-24_17-39-06,bird,0.2585079073905945,videos/2025-08-24/2025-08-24_17-39-06_bird.mp4
2025-08-25_14-45-24,person,0.3835867643356323,videos/2025-08-25/2025-08-25_14-45-24_person.mp4
